district,taluka,village
"SANGLI","KHANAPUR","Bhambarde"
"SANGLI","KHANAPUR","Wasumbe"
"SANGLI","KHANAPUR","Gardi"
"SANGLI","KADEGAON","Upale Mayani"
"SANGLI","ATPADI","Atpadi (NP)"
"SANGLI","KADEGAON","Bhikawadi Kh"
"SANGLI","KADEGAON","Nimsod"
"SANGLI","KADEGAON","Renusewadi"
"SANGLI","KADEGAON","Chikhali"
"SANGLI","KADEGAON","Saholi"
"SANGLI","KADEGAON","Amrapur"
"SANGLI","KHANAPUR","Shivshivapur"
"SANGLI","KADEGAON","Nevari"
"SANGLI","KADEGAON","Shivajinagar (Nahavi)"
"SANGLI","KADEGAON","Tupewadi"
"SANGLI","KADEGAON","Kadegaon (NP)"
"SANGLI","KHANAPUR","Jadhavwadi"
"SANGLI","KADEGAON","Kadepur"
"SANGLI","KAVATHEMAHANKAL","Dhulgaon"
"SANGLI","KAVATHEMAHANKAL","Morgaon"
"SANGLI","KAVATHEMAHANKAL","Haroli"
"SANGLI","KAVATHEMAHANKAL","Alkud (m)"
"SANGLI","KAVATHEMAHANKAL","Hingangaon"
"SANGLI","ATPADI","Ambewadi"
"SANGLI","ATPADI","Galavewadi"
"SANGLI","KHANAPUR","Agastinagar"
"SANGLI","KADEGAON","Yevlewadi"
"SANGLI","KADEGAON","Ambegaon"
"SANGLI","KHANAPUR","Renavi"
"SANGLI","KHANAPUR","Vita (M Cl)"
"SANGLI","KHANAPUR","Rewangaon"
"SANGLI","MIRAJ","Chabukswarwadi"
"SANGLI","KADEGAON","Shivani"
"SANGLI","KADEGAON","Nerli"
"SANGLI","KADEGAON","Vadiye-Raybag"
"SANGLI","KAVATHEMAHANKAL","Shindewadi(h)"
"SANGLI","KAVATHEMAHANKAL","Karoli (t)"
"SANGLI","KAVATHEMAHANKAL","Karalhetti"
"SANGLI","KAVATHEMAHANKAL","Banewadi"
"SANGLI","KAVATHEMAHANKAL","Mhaisal (m)"
"SANGLI","KAVATHEMAHANKAL","Kharshing"
"SANGLI","JAT","Umadi"
"SANGLI","SHIRALA","Zolambi"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","JAT","Mendhegiri"
"SANGLI","JAT","Untwadi"
"SANGLI","JAT","Yeldari"
"SANGLI","JAT","Ravalgundwadi"
"SANGLI","JAT","Siddhanath"
"SANGLI","JAT","Bilur"
"SANGLI","JAT","Salmalgewadi"
"SANGLI","JAT","Mirawad"
"SANGLI","JAT","Konbagi"
"SANGLI","ATPADI","Ghanand"
"SANGLI","ATPADI","Masalwadi"
"SANGLI","ATPADI","Madgule"
"SANGLI","ATPADI","Mitki"
"SANGLI","ATPADI","Walwan"
"SANGLI","ATPADI","Lengrewadi"
"SANGLI","ATPADI","Chinchale"
"SANGLI","ATPADI","Tadvale"
"SANGLI","ATPADI","Banpuri"
"SANGLI","ATPADI","Kharsundi"
"SANGLI","ATPADI","Shetphale"
"SANGLI","ATPADI","Balewadi"
"SANGLI","ATPADI","Kargani"
"SANGLI","ATPADI","Dhavadwadi"
"SANGLI","ATPADI","Kankatrewadi"
"SANGLI","ATPADI","Gomewadi"
"SANGLI","ATPADI","Wakasewadi"
"SANGLI","ATPADI","Pujarwadi"
"SANGLI","ATPADI","Deshamukhwadi"
"SANGLI","ATPADI","Bombewadi"
"SANGLI","ATPADI","Parekarwadi"
"SANGLI","ATPADI","Pimpari Bk."
"SANGLI","ATPADI","Kamth"
"SANGLI","ATPADI","Mudhewadi"
"SANGLI","ATPADI","Padalkarwadi"
"SANGLI","ATPADI","Jambhulni"
"SANGLI","ATPADI","Khanjodwadi"
"SANGLI","ATPADI","Yamaji Patalachi Wadi"
"SANGLI","ATPADI","Gharniki"
"SANGLI","JAT","Vithalwadi"
"SANGLI","JAT","Sonalagi"
"SANGLI","JAT","Lohagaon"
"SANGLI","JAT","Jadraboblad"
"SANGLI","JAT","Nigadi Bk"
"SANGLI","JAT","Avandhi"
"SANGLI","JAT","Walekhindi"
"SANGLI","JAT","Navalwadi"
"SANGLI","JAT","Singanhalli"
"SANGLI","JAT","Utagi"
"SANGLI","JAT","Khairao"
"SANGLI","JAT","Suslad"
"SANGLI","JAT","Bevanur"
"SANGLI","JAT","Halli"
"SANGLI","JAT","Yelavi"
"SANGLI","JAT","Sonyal"
"SANGLI","JAT","Balgaon"
"SANGLI","JAT","Mokashawadi"
"SANGLI","JAT","Shegaon"
"SANGLI","JAT","Bagalwadi"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","JAT","Jirgyal"
"SANGLI","JAT","Khojanwadi"
"SANGLI","JAT","Shelkewadi"
"SANGLI","JAT","Singnapur"
"SANGLI","JAT","Ekundi"
"SANGLI","JAT","Khilarwadi"
"SANGLI","JAT","Umarani"
"SANGLI","JAT","Vajrawad"
"SANGLI","JAT","Basargi"
"SANGLI","JAT","Gugwad"
"SANGLI","JAT","Sindur"
"SANGLI","KADEGAON","Karandewadi"
"SANGLI","KHANAPUR","Nagnathnagar"
"SANGLI","KADEGAON","Kotij"
"SANGLI","KADEGAON","Vihapur"
"SANGLI","KADEGAON","Belavade"
"SANGLI","KADEGAON","Saspade"
"SANGLI","KHANAPUR","Bhood"
"SANGLI","KHANAPUR","Balvadi (Kha)"
"SANGLI","KADEGAON","Tupewadi"
"SANGLI","KHANAPUR","Himgangade"
"SANGLI","KADEGAON","Kherade Vita"
"SANGLI","KADEGAON","Hanmant Vadiye"
"SANGLI","KHANAPUR","Balvadi Bhalvani"
"SANGLI","KHANAPUR","Wazar"
"SANGLI","KHANAPUR","Jadhavnagar"
"SANGLI","KHANAPUR","Vejegaon"
"SANGLI","KHANAPUR","Chikhalhol"
"SANGLI","KHANAPUR","Bhendvade"
"SANGLI","KHANAPUR","Bhagyanagar (Bhakuchawadi)"
"SANGLI","KHANAPUR","Waluj"
"SANGLI","KHANAPUR","Sangole"
"SANGLI","KHANAPUR","Salshinge"
"SANGLI","KHANAPUR","Ghanwad"
"SANGLI","KHANAPUR","Jondhalkhindi"
"SANGLI","KHANAPUR","Devnagar"
"SANGLI","SHIRALA","Khundalapur"
"SANGLI","SHIRALA","Mandur"
"SANGLI","JAT","Tonewadi"
"SANGLI","JAT","Antral"
"SANGLI","JAT","Kaslingwadi"
"SANGLI","JAT","Lakdewadi"
"SANGLI","JAT","Gulvanchi"
"SANGLI","JAT","Ambyachiwadi"
"SANGLI","JAT","Belondgi"
"SANGLI","JAT","Vhaspeth"
"SANGLI","JAT","Kosari"
"SANGLI","JAT","Waifal"
"SANGLI","JAT","Kunikonur"
"SANGLI","JAT","Lamantanda"
"SANGLI","JAT","Sanamadi"
"SANGLI","JAT","Borgi Kh"
"SANGLI","JAT","Gholeshwar"
"SANGLI","JAT","Madgyal"
"SANGLI","JAT","Borgi Bk"
"SANGLI","JAT","Banali"
"SANGLI","JAT","Akkalawadi"
"SANGLI","JAT","Pratapur"
"SANGLI","JAT","Maithal"
"SANGLI","JAT","Ankalagi"
"SANGLI","JAT","Kulalwadi"
"SANGLI","JAT","Nigadi Kh"
"SANGLI","JAT","Karajagi"
"SANGLI","JAT","Revnal"
"SANGLI","JAT","Karajanagi"
"SANGLI","JAT","Kumbhari"
"SANGLI","JAT","Dhavadwadi"
"SANGLI","JAT","Manik Nal"
"SANGLI","JAT","Achkanhalli"
"SANGLI","JAT","Kolgiri"
"SANGLI","JAT","Hivare"
"SANGLI","JAT","Birnal"
"SANGLI","JAT","Morbagi"
"SANGLI","JAT","Girgaon"
"SANGLI","JAT","Tippehalli"
"SANGLI","JAT","Asangi Jat"
"SANGLI","JAT","Gondhalewadi"
"SANGLI","JAT","Sankh"
"SANGLI","JAT","Bhivargi"
"SANGLI","JAT","Dorli"
"SANGLI","JAT","Bagewadi"
"SANGLI","JAT","Jat (M Cl)"
"SANGLI","JAT","Guddapur"
"SANGLI","JAT","Ankale"
"SANGLI","JAT","Walsang"
"SANGLI","JAT","Sordi"
"SANGLI","JAT","Kanthi"
"SANGLI","JAT","Baj"
"SANGLI","JAT","Tilyal"
"SANGLI","JAT","Lavanga"
"SANGLI","JAT","Jalyal Bk"
"SANGLI","JAT","Daribadachi"
"SANGLI","JAT","Rampur"
"SANGLI","JAT","Lamantanda"
"SANGLI","JAT","Salekari"
"SANGLI","JAT","Amrutwadi"
"SANGLI","JAT","Shedyal"
"SANGLI","JAT","Tikondi"
"SANGLI","JAT","Karewadi (Ko)"
"SANGLI","JAT","Pandozari"
"SANGLI","JAT","Belunki"
"SANGLI","JAT","Khandnal"
"SANGLI","JAT","Washan"
"SANGLI","JAT","Darikonur"
"SANGLI","JAT","Motewadi"
"SANGLI","JAT","Karewadi"
"SANGLI","JAT","Gulgunjnal"
"SANGLI","JAT","Paradhi Wasti"
"SANGLI","JAT","Dafalapur"
"SANGLI","JAT","Khalati"
"SANGLI","JAT","Mallal"
"SANGLI","JAT","Muchandi"
"SANGLI","JAT","Devnal"
"SANGLI","JAT","Motewadi"
"SANGLI","JAT","Pandharewadi"
"SANGLI","JAT","Asangi Turk"
"SANGLI","JAT","Kontya Boblad"
"SANGLI","JAT","Kaganari"
"SANGLI","JAT","Jalyal Kh"
"SANGLI","JAT","Dhulkarwadi"
"SANGLI","JAT","Kudnur"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","SUBMERGED"
"SANGLI","SHIRALA","Beradewadi"
"SANGLI","SHIRALA","Sonavade"
"SANGLI","SHIRALA","Gudhe"
"SANGLI","SHIRALA","Bhashtewadi"
"SANGLI","SHIRALA","Panchagani"
"SANGLI","SHIRALA","Manewadi"
"SANGLI","SHIRALA","Pachumbri"
"SANGLI","SHIRALA","Arala"
"SANGLI","SHIRALA","Yeslewadi"
"SANGLI","SHIRALA","Shirsatwadi"
"SANGLI","SHIRALA","Kharale"
"SANGLI","SHIRALA","Kinarewadi"
"SANGLI","SHIRALA","Panumbre Tarf Warun"
"SANGLI","SHIRALA","Chinchewadi"
"SANGLI","SHIRALA","Sawantwadi"
"SANGLI","SHIRALA","Ranjanwadi"
"SANGLI","SHIRALA","Girajvade"
"SANGLI","SHIRALA","Karanguli"
"SANGLI","SHIRALA","Ghagarewadi"
"SANGLI","SHIRALA","Panumbre Tarf Shirala"
"SANGLI","SHIRALA","Kadamwadi"
"SANGLI","SHIRALA","Meni"
"SANGLI","SHIRALA","Dhamavade"
"SANGLI","SHIRALA","Takave"
"SANGLI","SHIRALA","Kalundre"
"SANGLI","SHIRALA","Bambavade"
"SANGLI","SHIRALA","Marathwadi"
"SANGLI","SHIRALA","Kondaiwadi"
"SANGLI","SHIRALA","Kusalewadi"
"SANGLI","SHIRALA","Charan"
"SANGLI","SHIRALA","Gavalewadi"
"SANGLI","SHIRALA","Yelapur"
"SANGLI","SHIRALA","Sirasi"
"SANGLI","SHIRALA","Bhairewadi"
"SANGLI","SHIRALA","Shivarwadi"
"SANGLI","SHIRALA","Wakurde Bk"
"SANGLI","SHIRALA","Ambewadi"
"SANGLI","SHIRALA","Karamale"
"SANGLI","SHIRALA","Nathavade"
"SANGLI","SHIRALA","Hategaon"
"SANGLI","SHIRALA","Nigadi"
"SANGLI","SHIRALA","Mohare"
"SANGLI","SHIRALA","Antri Bk"
"SANGLI","SHIRALA","Khirawade"
"SANGLI","SHIRALA","Mankarwadi"
"SANGLI","SHIRALA","Kusaiwadi"
"SANGLI","SHIRALA","Aundhi"
"SANGLI","SHIRALA","Khujgaon"
"SANGLI","SHIRALA","Madalawadi"
"SANGLI","SHIRALA","Antri Kh"
"SANGLI","SHIRALA","Wakurde Kh"
"SANGLI","SHIRALA","Padaliwadi"
"SANGLI","SHIRALA","Bhatwadi"
"SANGLI","SHIRALA","Dhaswadi"
"SANGLI","SHIRALA","Morewadi"
"SANGLI","SHIRALA","Beldarwadi"
"SANGLI","SHIRALA","Red"
"SANGLI","SHIRALA","Padali"
"SANGLI","SHIRALA","Chincholi"
"SANGLI","SHIRALA","Shindewadi"
"SANGLI","SHIRALA","Khed"
"SANGLI","SHIRALA","Shivani"
"SANGLI","SHIRALA","Tadavale"
"SANGLI","SHIRALA","Mangrul"
"SANGLI","SHIRALA","Bilashi"
"SANGLI","SHIRALA","Kokarud"
"SANGLI","SHIRALA","Rile"
"SANGLI","SHIRALA","Malewadi"
"SANGLI","SHIRALA","Belewadi"
"SANGLI","SHIRALA","Shirala (NP)"
"SANGLI","SHIRALA","Kapari"
"SANGLI","SHIRALA","Upavale"
"SANGLI","SHIRALA","Phuphere"
"SANGLI","SHIRALA","Pavalewadi"
"SANGLI","SHIRALA","Biur"
"SANGLI","SHIRALA","Asvalwadi"
"SANGLI","SHIRALA","Shirala Kh."
"SANGLI","SHIRALA","Ingrul"
"SANGLI","SHIRALA","Jambhalewadi"
"SANGLI","SHIRALA","Bhatshirgaon"
"SANGLI","SHIRALA","Wadi Bhagai"
"SANGLI","SHIRALA","Punavat"
"SANGLI","SHIRALA","Natoli"
"SANGLI","SHIRALA","Chikhali"
"SANGLI","SHIRALA","Kandur"
"SANGLI","SHIRALA","Chikhalwadi"
"SANGLI","SHIRALA","Mangle"
"SANGLI","SHIRALA","Kande"
"SANGLI","SHIRALA","Phakirwadi"
"SANGLI","SHIRALA","Ladewadi"
"SANGLI","SHIRALA","Dholewadi"
"SANGLI","SHIRALA","Sagaon"
"SANGLI","SHIRALA","Devwadi"
"SANGLI","KHANAPUR","Bhikawadi Bk."
"SANGLI","KADEGAON","Raygaon"
"SANGLI","KADEGAON","Hingangaon Bk"
"SANGLI","KHANAPUR","Mahuli"
"SANGLI","KADEGAON","Shalgaon"
"SANGLI","KADEGAON","Bombalewadi"
"SANGLI","KADEGAON","Upalewangi"
"SANGLI","KADEGAON","Dhanewadi"
"SANGLI","KHANAPUR","Walkhad"
"SANGLI","KADEGAON","Kheradewangi"
"SANGLI","KHANAPUR","Devikhindi"
"SANGLI","KADEGAON","Yetgaon"
"SANGLI","KADEGAON","Kanharwadi"
"SANGLI","KADEGAON","Yede"
"SANGLI","KHANAPUR","Madhalmuthi"
"SANGLI","KADEGAON","Tondoli"
"SANGLI","KADEGAON","Khambale Aundh"
"SANGLI","KHANAPUR","Sultangade"
"SANGLI","KHANAPUR","Pare"
"SANGLI","KHANAPUR","Palashi"
"SANGLI","KHANAPUR","Banurgad"
"SANGLI","KHANAPUR","Ramnagar (Mulanwadi)"
"SANGLI","KHANAPUR","Kalambi"
"SANGLI","KHANAPUR","Mohi"
"SANGLI","KHANAPUR","Karanje"
"SANGLI","KHANAPUR","Tadachiwadi"
"SANGLI","KHANAPUR","Panchlingnagar"
"SANGLI","KHANAPUR","Shendgewadi"
"SANGLI","KHANAPUR","Bhadakewadi"
"SANGLI","KHANAPUR","Khambale Bhalvani"
"SANGLI","KHANAPUR","Chinchani (Tas)"
"SANGLI","KHANAPUR","Karve"
"SANGLI","KHANAPUR","Kusbavade"
"SANGLI","KHANAPUR","Dhondewadi"
"SANGLI","KHANAPUR","Alsund"
"SANGLI","KHANAPUR","Mangrul"
"SANGLI","KHANAPUR","Bamani"
"SANGLI","KHANAPUR","Kamlapur"
"SANGLI","KHANAPUR","Tandalgaon"
"SANGLI","WALWA","Lavanmachi"
"SANGLI","WALWA","Kille Machhindra Gad"
"SANGLI","WALWA","Bhavaninagar"
"SANGLI","WALWA","Beradmachi"
"SANGLI","WALWA","Rethare Harnaksha"
"SANGLI","WALWA","Yede Machchhindra"
"SANGLI","WALWA","Kole"
"SANGLI","WALWA","Narsihapur"
"SANGLI","WALWA","Dudhari"
"SANGLI","WALWA","Kasegaon"
"SANGLI","WALWA","Bichud"
"SANGLI","WALWA","Takari"
"SANGLI","WALWA","Tambave"
"SANGLI","WALWA","Dhotrewadi"
"SANGLI","WALWA","Shirate"
"SANGLI","WALWA","Wategaon"
"SANGLI","WALWA","Yewalewadi"
"SANGLI","WALWA","Kharatwadi"
"SANGLI","WALWA","Gaundwadi"
"SANGLI","WALWA","Banewadi"
"SANGLI","WALWA","Nerle"
"SANGLI","WALWA","Bahe"
"SANGLI","WALWA","Shene"
"SANGLI","WALWA","Kalamwadi"
"SANGLI","WALWA","Satapewadi"
"SANGLI","WALWA","Borgaon"
"SANGLI","WALWA","Kedargaon"
"SANGLI","WALWA","Masuchiwadi"
"SANGLI","WALWA","Hubalwadi"
"SANGLI","WALWA","Bhatwade"
"SANGLI","WALWA","Farnewadi(borgaon)"
"SANGLI","WALWA","Sakharale"
"SANGLI","WALWA","Kapuskhed"
"SANGLI","WALWA","June Khed"
"SANGLI","WALWA","Manikwadi"
"SANGLI","WALWA","Peth"
"SANGLI","WALWA","Mahadevwadi"
"SANGLI","WALWA","Ghabakwadi"
"SANGLI","WALWA","Surul"
"SANGLI","WALWA","Uran Islampur (M Cl)"
"SANGLI","WALWA","Naykalwadi"
"SANGLI","WALWA","Walwa"
"SANGLI","WALWA","Ozarde"
"SANGLI","WALWA","Jambhulwadi"
"SANGLI","WALWA","Rethare Dharan"
"SANGLI","WALWA","Shirgaon"
"SANGLI","WALWA","Waghwadi"
"SANGLI","WALWA","Kameri"
"SANGLI","WALWA","Maralnathpur"
"SANGLI","WALWA","Tujarpur"
"SANGLI","WALWA","Shivpuri"
"SANGLI","WALWA","Gatadwadi"
"SANGLI","WALWA","Karve"
"SANGLI","WALWA","Gotkhindi"
"SANGLI","WALWA","Dhagewadi"
"SANGLI","WALWA","Ashta (M Cl)"
"SANGLI","WALWA","Jakraiwadi"
"SANGLI","WALWA","Padavalwadi"
"SANGLI","WALWA","Yede Nipani"
"SANGLI","WALWA","Ladegaon"
"SANGLI","WALWA","Vashi"
"SANGLI","WALWA","Bavchi"
"SANGLI","WALWA","Mardawadi"
"SANGLI","WALWA","Aitavade Bk"
"SANGLI","WALWA","Itakare"
"SANGLI","WALWA","Shekharwadi"
"SANGLI","WALWA","Mirajwadi"
"SANGLI","WALWA","Karandwadi"
"SANGLI","WALWA","Yelur"
"SANGLI","WALWA","Krishnanagar"
"SANGLI","WALWA","Malewadi"
"SANGLI","WALWA","Dongarwadi"
"SANGLI","WALWA","Kurlap"
"SANGLI","WALWA","Pokharni"
"SANGLI","WALWA","Bhadkimbe"
"SANGLI","WALWA","Karanjvade"
"SANGLI","WALWA","Chikurde"
"SANGLI","WALWA","Bahadurwadi"
"SANGLI","WALWA","Tandulwadi"
"SANGLI","WALWA","Aitavade Kh"
"SANGLI","WALWA","Phalkewadi & Chandachiwadi"
"SANGLI","WALWA","Thanapude"
"SANGLI","WALWA","Nagaon"
"SANGLI","WALWA","Rozawadi"
"SANGLI","WALWA","Kundalwadi"
"SANGLI","WALWA","Devarde"
"SANGLI","WALWA","Kakachiwadi"
"SANGLI","WALWA","Kanegaon"
"SANGLI","WALWA","Dhavali"
"SANGLI","WALWA","Bagani"
"SANGLI","WALWA","Koregaon"
"SANGLI","WALWA","Bharatwadi"
"SANGLI","WALWA","Pharnewadi(shigaon)"
"SANGLI","WALWA","Shigaon"
"SANGLI","TASGAON","Lokarewadi"
"SANGLI","KAVATHEMAHANKAL","Jakhapur"
"SANGLI","KAVATHEMAHANKAL","Langarpeth"
"SANGLI","KAVATHEMAHANKAL","Dhalewadi"
"SANGLI","KAVATHEMAHANKAL","Kuchi"
"SANGLI","KAVATHEMAHANKAL","Irali"
"SANGLI","KAVATHEMAHANKAL","Jaygavhan"
"SANGLI","KAVATHEMAHANKAL","Malangaon"
"SANGLI","KAVATHEMAHANKAL","Nangole"
"SANGLI","KAVATHEMAHANKAL","Narsinhagaon"
"SANGLI","KAVATHEMAHANKAL","Thabadewadi"
"SANGLI","KAVATHEMAHANKAL","Zurewadi"
"SANGLI","KAVATHEMAHANKAL","Jadhavwadi"
"SANGLI","KAVATHEMAHANKAL","Kavathe Mahankal (NP)"
"SANGLI","KAVATHEMAHANKAL","Ghatnandre"
"SANGLI","KAVATHEMAHANKAL","Ghorpadi"
"SANGLI","KAVATHEMAHANKAL","Nagaj"
"SANGLI","KAVATHEMAHANKAL","Shindewadi"
"SANGLI","KAVATHEMAHANKAL","Dudhebhavi"
"SANGLI","KAVATHEMAHANKAL","Dholewadi"
"SANGLI","KAVATHEMAHANKAL","Chorochi"
"SANGLI","KAVATHEMAHANKAL","Tisangi"
"SANGLI","KAVATHEMAHANKAL","Nimaj"
"SANGLI","KAVATHEMAHANKAL","Raywadi"
"SANGLI","KAVATHEMAHANKAL","Kadamwadi"
"SANGLI","KAVATHEMAHANKAL","Wagholi"
"SANGLI","KAVATHEMAHANKAL","Jambhulwadi"
"SANGLI","KAVATHEMAHANKAL","Garjewadi"
"SANGLI","KAVATHEMAHANKAL","Dhalgaon"
"SANGLI","KAVATHEMAHANKAL","Kerewadi"
"SANGLI","KAVATHEMAHANKAL","Chudekhindi"
"SANGLI","KAVATHEMAHANKAL","Kundlapur"
"SANGLI","KAVATHEMAHANKAL","Arewadi"
"SANGLI","KAVATHEMAHANKAL","Shelkewadi"
"SANGLI","KAVATHEMAHANKAL","Agalgaon"
"SANGLI","KAVATHEMAHANKAL","Alkud[s]"
"SANGLI","KAVATHEMAHANKAL","Shirdhon"
"SANGLI","KAVATHEMAHANKAL","Moghamwadi"
"SANGLI","KAVATHEMAHANKAL","Bassappawadi"
"SANGLI","KAVATHEMAHANKAL","Borgaon"
"SANGLI","KAVATHEMAHANKAL","Kokale"
"SANGLI","KAVATHEMAHANKAL","VithurayachiWadi"
"SANGLI","KAVATHEMAHANKAL","Deshing"
"SANGLI","KAVATHEMAHANKAL","Ranjani"
"SANGLI","KAVATHEMAHANKAL","Pimpalwadi"
"SANGLI","KHANAPUR","Ghadgewadi"
"SANGLI","ATPADI","Pisewadi"
"SANGLI","JAT","Rajobawadi"
"SANGLI","SHIRALA","Shendgewadi"
"SANGLI","KADEGAON","Wang Rethare"
"SANGLI","WALWA","Nave Khed"
"SANGLI","WALWA","Ahirwadi"
"SANGLI","WALWA","Vitthalwadi"
"SANGLI","WALWA","Konoli"
"SANGLI","KHANAPUR","Lengre"
"S>T>RA","PHALTAN","Dudhebavi"
"S>T>RA","PATAN","Jangal wadi"
"S>T>RA","PATAN","Kathi"
"S>T>RA","PATAN","Marathwadi"
"S>T>RA","PATAN","Ghot"
"S>T>RA","PATAN","Gojegaon"
"S>T>RA","PATAN","Marloshi"
"S>T>RA","PATAN","Punvali"
"S>T>RA","PATAN","Mandure"
"S>T>RA","PATAN","Nivakane"
"S>T>RA","PATAN","Pandharwadi"
"S>T>RA","PATAN","Vekhandwadi"
"S>T>RA","PATAN","Vajroshi"
"S>T>RA","PATAN","Zadoli"
"S>T>RA","PATAN","Gawdewadi"
"S>T>RA","PATAN","Kisrule"
"S>T>RA","PATAN","Dhoroshi"
"S>T>RA","PATAN","Chafoli"
"S>T>RA","PATAN","SUBMERGED"
"S>T>RA","PATAN","Keral"
"S>T>RA","PATAN","Nawaja"
"S>T>RA","PATAN","Bandhvat"
"S>T>RA","PATAN","Divashi kh"
"S>T>RA","PATAN","Dusale"
"S>T>RA","PATAN","Pabhalwadi"
"S>T>RA","PATAN","Borgewadi"
"S>T>RA","PATAN","Jungati"
"S>T>RA","PATAN","Yelavewadi"
"S>T>RA","PATAN","Lotalewadi"
"S>T>RA","PATAN","Maskarwadi"
"S>T>RA","PATAN","Kalgaon"
"S>T>RA","PATAN","Karapewadi"
"S>T>RA","PATAN","Loharwadi"
"S>T>RA","PATAN","Ramishtewadi"
"S>T>RA","PATAN","Chougulewadi"
"S>T>RA","PATAN","Acharewadi"
"S>T>RA","PATAN","Muttalwadi"
"S>T>RA","PATAN","Kolagewadi"
"S>T>RA","PATAN","Letamewadi"
"S>T>RA","MAN","Kuranwadi"
"S>T>RA","KOREGAON","Ramoshiwadi"
"S>T>RA","KOREGAON","Bhakarwadi"
"S>T>RA","KOREGAON","Lhasurne"
"S>T>RA","KOREGAON","Vadachiwadi"
"S>T>RA","KOREGAON","Koregaon (NP)"
"S>T>RA","KOREGAON","Golewadi"
"S>T>RA","KOREGAON","Triputi"
"S>T>RA","KOREGAON","Ekambe"
"S>T>RA","KOREGAON","Jarewadi"
"S>T>RA","KOREGAON","Sultanwadi"
"S>T>RA","KOREGAON","Tandulwadi"
"S>T>RA","KOREGAON","Eksal"
"S>T>RA","KOREGAON","Shirambe"
"S>T>RA","KOREGAON","Mangalapur"
"S>T>RA","KOREGAON","Godsewadi"
"S>T>RA","PHALTAN","Padegaon"
"S>T>RA","PHALTAN","Hol"
"S>T>RA","PHALTAN","Mirewadi"
"S>T>RA","PHALTAN","Khamgaon"
"S>T>RA","PHALTAN","Ravadi Kh."
"S>T>RA","PHALTAN","Jinti"
"S>T>RA","PHALTAN","Ravadi Bk."
"S>T>RA","PHALTAN","Kusur"
"S>T>RA","PHALTAN","Pimpalwadi"
"S>T>RA","PHALTAN","Murum"
"S>T>RA","PHALTAN","Khunte"
"S>T>RA","PHALTAN","Sarade"
"S>T>RA","PHALTAN","Asu"
"S>T>RA","KOREGAON","Solashi"
"S>T>RA","KOREGAON","Naygaon"
"S>T>RA","KOREGAON","Nandwal"
"S>T>RA","KOREGAON","Randullabad"
"S>T>RA","KOREGAON","Moreband"
"S>T>RA","KOREGAON","Bhavenagar"
"S>T>RA","KOREGAON","Karanjkhop"
"S>T>RA","KOREGAON","Sonake"
"S>T>RA","KOREGAON","Tadawale s. wagholi"
"S>T>RA","KOREGAON","Chawaneshwar"
"S>T>RA","KOREGAON","Jagtapwadi"
"S>T>RA","KOREGAON","Rautwadi"
"S>T>RA","KOREGAON","Ghigewadi"
"S>T>RA","KOREGAON","Wathar station"
"S>T>RA","KOREGAON","Jadhavwadi"
"S>T>RA","KOREGAON","Dahigaon"
"S>T>RA","KOREGAON","Chilewadi"
"S>T>RA","KOREGAON","Vikhale"
"S>T>RA","KOREGAON","Bhadale"
"S>T>RA","KOREGAON","Hasewadi"
"S>T>RA","KOREGAON","Fadtarwadi"
"S>T>RA","KOREGAON","Talaye"
"S>T>RA","KOREGAON","Asangaon"
"S>T>RA","KOREGAON","Shahapur"
"S>T>RA","KOREGAON","Deur"
"S>T>RA","KOREGAON","Dudhanwadi"
"S>T>RA","KOREGAON","Banawadi"
"S>T>RA","KOREGAON","Nalavadewadi"
"S>T>RA","KOREGAON","Bichukale"
"S>T>RA","KOREGAON","Hivare"
"S>T>RA","KOREGAON","Nagewadi"
"S>T>RA","KOREGAON","Kawadewadi"
"S>T>RA","KOREGAON","Pimpode kh."
"S>T>RA","KOREGAON","Bodhewadi"
"S>T>RA","KOREGAON","Arabwadi"
"S>T>RA","KOREGAON","Khamakarwadi"
"S>T>RA","KOREGAON","Gujarwadi"
"S>T>RA","KOREGAON","Palashi"
"S>T>RA","KOREGAON","Kinhai"
"S>T>RA","KOREGAON","Ambawade s.wagholi"
"S>T>RA","KOREGAON","Madanapurwadi"
"S>T>RA","KOREGAON","Jamb kh."
"S>T>RA","KOREGAON","Holewadi"
"S>T>RA","KOREGAON","Revdi"
"S>T>RA","KOREGAON","Ambawade s. koregaon"
"S>T>RA","KOREGAON","Paratwadi"
"S>T>RA","KOREGAON","Kolavadi"
"S>T>RA","KOREGAON","Anbhulwadi"
"S>T>RA","KOREGAON","Tambi"
"S>T>RA","KOREGAON","Rui"
